alternative_motive_power,basic_colour,body_type,cc_rating,chassis7,class,engine_number,first_nz_registration_year,first_nz_registration_month,gross_vehicle_mass,height,import_status,industry_class,industry_model_code,make,model,motive_power,mvma_model_code,number_of_axles,number_of_seats,nz_assembled,original_country,power_rating,previous_country,road_transport_code,submodel,tla,postcode,transmission_type,vdam_weight,vehicle_type,vehicle_usage,vehicle_year,vin11,width,synthetic_greenhouse_gas,fc_combined,fc_urban,fc_extra_urban
,RED,TRACTOR,4200,B600002,,246DT2D12027,1982.0,8.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,0,,0,TRACTOR,OTHER,1979,,0,,,,
,BLUE,TRACTOR,3293,,,B276046,1981.0,4.0,0.0,0,NEW,PRIVATE,,FORD,4000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9481,,0,TRACTOR,OTHER,1967,,0,,,,
,BLUE,TRACTOR,3000,UP03508,,T853A-13761,1985.0,12.0,0.0,0,NEW,UNKNOWN,,FORD,1910,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,PALMERSTON NORTH CITY,4410,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,4065,301701,,248UA53212,1983.0,9.0,0.0,0,NEW,UNKNOWN,,MASSEY,FERGUSON 185,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4071,,0,TRACTOR,AGRICULTURAL,1972,,0,,,,
,BLUE,TRACTOR,0,,,CSNE6015B,1985.0,1.0,1999.0,0,NEW,UNKNOWN,,TRACTOR,FORD,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,974,,0,TRACTOR,OTHER,1971,,0,,,,
,GREEN,TRACTOR,6600,2250/68,,857718CD,1990.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,2250,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,GISBORNE DISTRICT,4072,,0,TRACTOR,OTHER,1990,,0,,,,
,BLUE,TRACTOR,0,210218,,37095,1989.0,4.0,0.0,0,RE-REG,UNKNOWN,,LEYLAND,272,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGAREI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
,RED,TRACTOR,28,TEA930-,,854874,1991.0,1.0,0.0,0,USED,PRIVATE,,MASSEY FERGUSON,TEA,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,OTHER,,,WHAKATANE DISTRICT,3121,,0,TRACTOR,OTHER,1952,,0,,,,
,BLUE,TRACTOR,3900,00205,,973847,1990.0,8.0,0.0,0,NEW,UNKNOWN,,ISEKI,SX85F,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,WAIKATO DISTRICT,3772,,0,TRACTOR,OTHER,1990,,0,,,,
,ORANGE,TRACTOR,3983,50440,,V4000-3A76927,1992.0,1.0,0.0,0,NEW,UNKNOWN,,KUBOTA,177030/4WD,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,FAR NORTH DISTRICT,482,,0,TRACTOR,AGRICULTURAL,1992,,0,,,,
,RED,TRACTOR,3911,136782A,,2390T20082923,1992.0,10.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,I-574,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIMAKARIRI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,RED,TRACTOR,3000,VINTAGE,,BFC9368,1992.0,11.0,0.0,0,RE-REG,PRIVATE,,INTERNATIONAL,BM,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTH TARANAKI DISTRICT,4674,,0,TRACTOR,AGRICULTURAL,1952,,0,,,,
,RED,TRACTOR,3474,160090,,222430,1994.0,3.0,0.0,0,RE-REG,PRIVATE,,MASSEY FERGUSON,MF165,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,RANGITIKEI DISTRICT,4787,,0,TRACTOR,OTHER,1977,,0,,,,
,ORANGE,TRACTOR,2592,513740,,440360,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,FIAT,500,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTH WAIKATO DISTRICT,3485,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,RED,TRACTOR,6000,1942,,2517,1994.0,3.0,0.0,0,NEW,UNKNOWN,,SAME,ANTARES 130,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WAITAKI DISTRICT,0,,0,TRACTOR,OTHER,1994,,0,,,,
,GREEN,TRACTOR,6800,7600H00,,T6068T476063,1995.0,4.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,7600,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,MACKENZIE DISTRICT,0,,0,TRACTOR,OTHER,1995,,0,,,,
,GREEN,TRACTOR,3600,ZT22005,,ZT72000116429,1995.0,5.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2200,DIESEL,,0,0,UNKNOWN,CZECH REPUBLIC,0,NONE,,,GISBORNE DISTRICT,0,,0,TRACTOR,OTHER,1995,,0,,,,
,RED,TRACTOR,2150,SNS6M16,,1812326,1975.0,4.0,0.0,0,NEW,PRIVATE,,FERGUSON,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GORE DISTRICT,9774,,0,TRACTOR,OTHER,1966,,0,,,,
,WHITE,TRACTOR,3000,CAG4315,,,1956.0,1.0,0.0,0,NEW,PRIVATE,,HOMEBUILT,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,7986,,0,TRACTOR,OTHER,1956,,0,,,,
,WHITE,TRACTOR,3594,995-1-9,,45505144092,1975.0,12.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,DAVID BROW 9,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,0,,0,TRACTOR,OTHER,1975,,0,,,,
,RED,TRACTOR,5600,WDCB653,,WDCB1368,1977.0,4.0,1999.0,0,NEW,PRIVATE,,MCCORMICK,WD9,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HOROWHENUA DISTRICT,0,,0,TRACTOR,OTHER,1943,,0,,,,
,RED,TRACTOR,7400,1146TBA,,097609,1977.0,6.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,0,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,3750,PFH6368,,248YA101165,1977.0,6.0,0.0,0,NEW,UNKNOWN,,MASSEY,188,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1977,,0,,,,
,GREY,TRACTOR,280,TEA3200,,SC45540,1979.0,10.0,0.0,0,NEW,PRIVATE,,FERGUSON,28,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,920,,0,TRACTOR,OTHER,1956,,0,,,,
,ORANGE,TRACTOR,0,10060,,1197,1984.0,10.0,3501.0,0,NEW,CONSTRUCTING,,KUBOTA,LA05FP,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SELWYN DISTRICT,7683,,0,TRACTOR,OTHER,1984,,0,,,,
,ORANGE,TRACTOR,2598,10873,,24835,1984.0,6.0,0.0,0,NEW,CONSTRUCTING,,KUBOTA,M4050,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4412,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,2250,D80106,,,1985.0,2.0,1999.0,0,NEW,PRIVATE,,MASSEY,MF135,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,7197,,0,TRACTOR,OTHER,1969,,0,,,,
,RED,TRACTOR,0,331694,,Y37116990-1,1989.0,2.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,185,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHAKATANE DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1979,,0,,,,
,BLUE,TRACTOR,4000,10338,,,1989.0,9.0,0.0,0,RE-REG,UNKNOWN,,LANZ,BULLDOG,DIESEL,,0,0,UNKNOWN,GERMANY,0,NEW ZEALAND,,,MANAWATU DISTRICT,4775,,0,TRACTOR,OTHER,1950,,0,,,,
,GREY,TRACTOR,8600,3230545,,LS3114143230,1989.0,10.0,0.0,0,NEW,UNKNOWN,,MASSEY,FERGUSON 390,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,STRATFORD DISTRICT,0,,0,TRACTOR,OTHER,1989,,0,,,,
,BLUE,TRACTOR,4393,BC45052,,2465780627,1991.0,10.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,TRACTOR 6610,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CENTRAL HAWKE'S BAY DISTRICT,4202,,0,TRACTOR,OTHER,1991,,0,,,,
,GREEN,TRACTOR,9000,LO2850T,,CD4239T88199,1992.0,2.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,2850 SG2,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,GISBORNE DISTRICT,4071,,0,TRACTOR,AGRICULTURAL,1992,,0,,,,
,RED,TRACTOR,18000,AJB0064,,44872839,1993.0,10.0,0.0,0,NEW,UNKNOWN,,CASE,7120A MFD070BP133-1,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,GISBORNE DISTRICT,4010,,0,TRACTOR,OTHER,1993,,0,,,,
,RED,TRACTOR,3680,F2711,,2310751C,1994.0,1.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,MASSEY,FERGUSON 135,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9871,,0,TRACTOR,OTHER,1965,,0,,,,
,RED,TRACTOR,2200,TEA3189,,SC44081E,1994.0,2.0,0.0,0,RE-REG,PRIVATE,,FERGUSON,TRACTOR,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,HOROWHENUA DISTRICT,4815,,0,TRACTOR,OTHER,1950,,0,,,,
,WHITE,TRACTOR,2000,4550515,,45505150111,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,10500,DO30836,,DO30836F009016,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,CASE 1056 XL,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,KAIPARA DISTRICT,0,,0,TRACTOR,OTHER,1987,,0,,,,
,ORANGE,TRACTOR,3983,10493,,,1995.0,1.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,KUBOTA,M7500,DIESEL,,0,0,UNKNOWN,OTHER,0,NONE,,,MATAMATA-PIAKO DISTRICT,3471,,0,TRACTOR,OTHER,1982,,0,,,,
,GREEN,TRACTOR,5000,1211409,,1211409G08,1995.0,2.0,0.0,0,RE-REG,PRIVATE,,FORD,5000 SOS,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,8042,,0,TRACTOR,AGRICULTURAL,1970,,0,,,,
,RED,TRACTOR,2244,SF31788,,,1961.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4071,,0,TRACTOR,OTHER,1961,,0,,,,
,RED,TRACTOR,2500,F26880,,,1966.0,2.0,0.0,0,NEW,PRIVATE,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,9330,,0,TRACTOR,OTHER,1966,,0,,,,
,BLUE,TRACTOR,2500,Z219345,,152U096660DL,1977.0,1.0,0.0,0,NEW,PRIVATE,,LEYLAND,245,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGAREI DISTRICT,0,,0,TRACTOR,OTHER,1977,,0,,,,
,GREEN,TRACTOR,5069,500161,,263139,1978.0,10.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,3130,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TARARUA DISTRICT,4972,,0,TRACTOR,OTHER,1978,,0,,,,
,WHITE,TRACTOR,3594,1390111,,22000211371022,1980.0,12.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,CASE 1390,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,9871,,0,TRACTOR,AGRICULTURAL,1980,,0,,,,
,WHITE,TRACTOR,2459,,,47A55568,1983.0,8.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,990,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,612,,0,TRACTOR,OTHER,1969,,0,,,,
,RED,TRACTOR,4200,3MB1497,,969858,1985.0,3.0,0.0,0,NEW,PRIVATE,,MASSEY,FERGUSON,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,3674,,0,TRACTOR,OTHER,1985,,0,,,,
,BLUE,TRACTOR,3293,B127971,,,1970.0,8.0,0.0,0,NEW,PRIVATE,,FORD,4000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,0,,0,TRACTOR,OTHER,1970,,0,,,,
,ORANGE,TRACTOR,2000,DA15234,,DA15234,1988.0,12.0,0.0,0,RE-REG,PRIVATE,,ALLIS CHALMERS,D270,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTHLAND DISTRICT,9783,,0,TRACTOR,OTHER,1957,,0,,,,
,GREEN,TRACTOR,3000,375708L,,3179DFG03824748,1990.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1845,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WESTERN BAY OF PLENTY DISTRICT,3129,,0,TRACTOR,OTHER,1990,,0,,,,
,YELLOW,TRACTOR,504,001,,244284,1991.0,12.0,0.0,0,RE-REG,UNKNOWN,,CUSTOMBUILT,HOMEBUILT HEDGECUTTE,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTH TARANAKI DISTRICT,4614,,0,TRACTOR,OTHER,1978,,0,,,,
,GREEN,TRACTOR,7800,0970X00,,CH4045DXXX002358,1992.0,3.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,4960,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1992,,0,,,,
,BLUE,TRACTOR,4186,7117043,,7117043E18,1993.0,2.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,6610 4WD,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,HAMILTON CITY,3287,,0,TRACTOR,AGRICULTURAL,1983,,0,,,,
,RED,TRACTOR,3000,E213,,239D125673300,1993.0,9.0,0.0,0,RE-REG,PRIVATE,,INTERNATIONAL,685,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,PALMERSTON NORTH CITY,4471,,0,TRACTOR,OTHER,1986,,0,,,,
,RED,TRACTOR,7000,HF70497,,4810363,1994.0,1.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY FERGUSON,175,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,ASHBURTON DISTRICT,7778,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,RED,TRACTOR,5900,JJF1029,,52139251,1994.0,3.0,0.0,0,NEW,UNKNOWN,,CASE,MAXXUM 5150A,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,HAMILTON CITY,3283,,0,TRACTOR,OTHER,1994,,0,,,,
,GREEN,TRACTOR,5883,759015,,959447,1994.0,7.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,3350SG22WD,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,ASHBURTON DISTRICT,7777,,0,TRACTOR,OTHER,1994,,0,,,,
,RED,TRACTOR,0,JJE0904,,494377,1994.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,CASE,4210,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TASMAN DISTRICT,7091,,0,TRACTOR,OTHER,1994,,0,,,,
,GREY,TRACTOR,2088,315729,,,1995.0,5.0,0.0,0,RE-REG,UNKNOWN,,FERGUSON,TEA,PETROL,,0,0,UNKNOWN,OTHER,0,NONE,,,TASMAN DISTRICT,7120,,0,TRACTOR,OTHER,1953,,0,,,,
,RED,TRACTOR,4070,5009C39,,LF31141U648533Y,1995.0,4.0,0.0,0,NEW,UNKNOWN,,MASSEY FERGUSON,390/4,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MATAMATA-PIAKO DISTRICT,3374,,0,TRACTOR,OTHER,1994,,0,,,,
,ORANGE,TRACTOR,2710,1038782,,,1995.0,3.0,0.0,0,NEW,PRIVATE,,FIAT,55-66DT FARM,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WHANGAREI DISTRICT,179,,0,TRACTOR,OTHER,1995,,0,,,,
,RED,TRACTOR,0,2108,,8421749,1995.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,CUSTOMBUILT,SAM 2000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,2678,,0,TRACTOR,OTHER,1995,,0,,,,
,RED,TRACTOR,4300,B18947,,B18947,1969.0,7.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,B434,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHAKATANE DISTRICT,3193,,0,TRACTOR,OTHER,1969,,0,,,,
,ORANGE,TRACTOR,4000,NT77546,,ETD117711,1955.0,7.0,0.0,0,NEW,UNKNOWN,,NUFFIELD,UNIVERSAL PM,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1954,,0,,,,
,WHITE,TRACTOR,3045,503085,,AD447A79563,1968.0,7.0,1999.0,0,NEW,UNKNOWN,,DAVID BROWN,990AS,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIKATO DISTRICT,2471,,0,TRACTOR,OTHER,1968,,0,,,,
,WHITE,TRACTOR,2695,605548,,3550116912,1970.0,5.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,T80AS,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,0,,0,TRACTOR,OTHER,1970,,0,,,,
,RED,TRACTOR,3500,7873000,,ETD121921,1958.0,4.0,0.0,0,NEW,UNKNOWN,,NUFFIELD,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1958,,0,,,,
,WHITE,TRACTOR,6200,A816796,,P904010,1971.0,7.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,990,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9892,,0,TRACTOR,OTHER,1970,,0,,,,
,BLUE,TRACTOR,3818,B109671,,,1969.0,8.0,0.0,0,NEW,PRIVATE,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,9273,,0,TRACTOR,OTHER,1969,,0,,,,
,BLUE,TRACTOR,4195,32612,,F776120,1976.0,2.0,0.0,0,NEW,UNKNOWN,,FORD,944 COUNTY,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIKATO DISTRICT,0,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,33,2654D38,,5454,1977.0,2.0,1999.0,0,NEW,UNKNOWN,,DAVID BROWN,DAVID BROW 3,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,DUNEDIN CITY,9510,,0,TRACTOR,AGRICULTURAL,1954,,0,,,,
,BLUE,OTHER TRUCK,11149,,NC,6D22213889,1993.0,7.0,21560.0,3900,NEW,TRANSPORT NON ROAD,,MITSUBISHI,FP 31OPS TRACTOR,DIESEL,,3,2,UNKNOWN,JAPAN,0,NONE,,,FAR NORTH DISTRICT,474,,21000,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1993,7A1FP310FPP,2430,,,,
,RED,TRACTOR,3594,1212/1/,,45503121261,1977.0,2.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,1212 TA,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7273,,0,TRACTOR,OTHER,1977,,0,,,,
,BLUE,TRACTOR,4195,,,B289361,1977.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,6600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9730,,0,TRACTOR,OTHER,1977,,0,,,,
,BLUE,TRACTOR,4195,B340417,,F250119,1978.0,10.0,0.0,0,NEW,PRIVATE,,FORD,6600/16,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1978,,0,,,,
,BLUE,TRACTOR,2500,245N307,,152U117375DL,1980.0,1.0,3501.0,0,NEW,UNKNOWN,,LEYLAND,245,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,0,,0,TRACTOR,OTHER,1980,,0,,,,
,BLUE,TRACTOR,7200,86K936,,86K936,1982.0,6.0,0.0,0,NEW,PRIVATE,,LEYLAND,270,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,7972,,0,TRACTOR,OTHER,1975,,0,,,,
,RED,TRACTOR,2000,30416,,130416,1982.0,11.0,0.0,0,NEW,PRIVATE,,MASSEY,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,7173,,0,TRACTOR,OTHER,1974,,0,,,,
,BLUE,TRACTOR,4500,5763543,,,1983.0,11.0,3501.0,0,NEW,UNKNOWN,,FORD,3000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,0,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,4029,12946,,132206,1984.0,11.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,785XL,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1983,,0,,,,
,GREEN,TRACTOR,125,483144L,,572280CD,1984.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1640,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4072,,0,TRACTOR,AGRICULTURAL,1983,,0,,,,
,RED,TRACTOR,3580,0050732,,358DT2DI36350,1986.0,1.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,956XL,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,CENTRAL HAWKE'S BAY DISTRICT,4288,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,2500,428246,,328238D,1985.0,12.0,0.0,0,RE-REG,PRIVATE,,MASSEY,FERGUSON 135D,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,SOUTH TARANAKI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,RED,TRACTOR,3000,143139A,,79VT20023376,1989.0,1.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,DUNEDIN CITY,9073,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,BLUE,TRACTOR,3294,BA06584,,C5NE60150,1991.0,12.0,0.0,0,RE-REG,UNKNOWN,,FORD,4000,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,AUCKLAND,2123,,0,TRACTOR,OTHER,1966,,0,,,,
,BLUE,TRACTOR,2868,D2NN700,,D4NN6015F,1992.0,6.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,3600,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9810,,0,TRACTOR,OTHER,1980,,0,,,,
,BLUE,TRACTOR,4193,E433784,,E433784,1993.0,10.0,0.0,0,RE-REG,UNKNOWN,,FORD,5000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,HOROWHENUA DISTRICT,5510,,0,TRACTOR,AGRICULTURAL,1971,,0,,,,
,ORANGE,TRACTOR,4200,IND4057,,270U1960,1993.0,11.0,0.0,0,RE-REG,PRIVATE,,CHAMBERLAIN,IND MARK II,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NEW ZEALAND,,,WAIMAKARIRI DISTRICT,7475,,0,TRACTOR,OTHER,1953,,0,,,,
,ORANGE,TRACTOR,3908,0010099,,804505206743708,1994.0,3.0,0.0,0,NEW,UNKNOWN,,FIAT,TRACTOR 8066S,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,TAUPO DISTRICT,3384,,0,TRACTOR,AGRICULTURAL,1994,,0,,,,
,BLUE,TRACTOR,5000,B147225,,249174OR21,1994.0,3.0,0.0,0,RE-REG,PRIVATE,,FORD,5000,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,HURUNUI DISTRICT,7392,,0,TRACTOR,OTHER,1971,,0,,,,
,BLUE,TRACTOR,0,RD04831,,RD048317F175,1994.0,10.0,0.0,0,RE-REG,UNKNOWN,,FORD,5000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TIMARU DISTRICT,0,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,7250,144775-,,D18811122,1966.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,504,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,0,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,3400,192682,,GL1821811,1960.0,8.0,0.0,0,NEW,PRIVATE,,FERGUSON,1960,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2105,,0,TRACTOR,OTHER,1960,,0,,,,
,GREY,TRACTOR,2088,TEA4720,,GC109433E,1961.0,7.0,0.0,0,NEW,UNKNOWN,,FERGUSON,TEA,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,9231,,0,TRACTOR,AGRICULTURAL,1961,,0,,,,
